Transaction_ID,User_ID,Age,Gender,Monthly_Allowance,Parent_Budget_Level,Financial_Profile,Transaction_Date,Day_of_Week,Month,Time_of_Day,Merchant_Category,Amount,Payment_Method,Is_Weekend,Previous_Savings,Current_Savings,Saving_Rate,Spending_Ratio,Avg_Last_7_Transactions,Avg_Last_30_Days,Spending_Trend,Consecutive_Spending_Days,Cafe_Spending_Ratio,Education_Spending_Ratio,Entertainment_Ratio,Weekend_Spending_Ratio,Transaction_Frequency,Device_Changed,Location_Changed,High_Amount_Flag,Night_Transaction,Rapid_Transactions,Fraud_Risk_Score,AI_Label,AI_Reason,Recommended_Action
TX00393,U178,14,Female,1017,High,Spender,2026-05-18,Monday,May,Evening,Savings_Deposit,107.18,Bank_Transfer,0,94.39,201.57,0.2,0.11,573.85,573.85,0.0,1,0.0,0.0,0.5,1.0,2,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00394,U019,12,Female,1478,High,Spender,2026-06-27,Saturday,June,Morning,Cafe_Restaurant,76.41,Apple_Pay,1,18.97,3.71,0.0,0.05,118.43,118.43,0.0,1,0.25,0.25,0.5,0.18,4,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00395,U064,18,Male,544,Low,Saver,2026-04-08,Wednesday,April,Evening,Savings_Deposit,99.27,Cash,0,961.55,1060.82,1.95,0.18,183.3,183.3,0.0,1,0.0,0.0,0.33,0.79,3,1,1,0,0,0,29,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00396,U157,13,Male,914,Low,Balanced,2026-03-04,Wednesday,March,Evening,Cafe_Restaurant,34.33,Bank_Transfer,0,570.61,570.03,0.62,0.04,83.52,83.52,0.0,2,0.33,0.33,0.0,0.5,3,0,0,0,0,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00397,U165,15,Male,567,Low,Balanced,2026-03-26,Thursday,March,Morning,Education,36.48,Cash,0,267.91,265.27,0.47,0.06,79.1,79.1,0.0,2,0.0,0.5,0.0,0.0,4,0,0,0,0,0,6,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00398,U140,17,Female,791,Low,Balanced,2026-03-26,Thursday,March,Afternoon,Education,127.62,Apple_Pay,0,781.77,766.58,0.97,0.16,83.77,83.77,0.0,2,0.0,0.5,0.0,0.0,2,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00399,U066,15,Male,638,Medium,Saver,2026-03-24,Tuesday,March,Afternoon,Shopping,93.69,Card,0,373.25,372.14,0.58,0.15,60.27,60.27,0.0,1,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00400,U050,12,Male,971,Low,Spender,2026-05-21,Thursday,May,Evening,Family_Budget,100.79,Apple_Pay,0,207.16,184.99,0.19,0.1,70.71,70.71,0.0,1,0.5,0.25,0.0,0.36,4,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00401,U119,14,Male,1082,Low,Balanced,2026-03-19,Thursday,March,Afternoon,Entertainment,57.02,Apple_Pay,0,722.42,719.28,0.66,0.05,686.57,686.57,0.0,2,0.0,0.0,0.5,0.0,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00402,U156,13,Female,521,High,Balanced,2026-04-19,Sunday,April,Evening,Shopping,179.53,Bank_Transfer,0,127.02,102.7,0.2,0.34,70.65,70.65,0.0,1,0.0,0.25,0.25,0.16,4,0,1,1,0,0,41,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00403,U041,18,Female,1133,Medium,Spender,2026-03-18,Wednesday,March,Evening,Cafe_Restaurant,44.56,Card,0,148.87,140.54,0.12,0.04,116.36,116.36,0.0,2,0.67,0.0,0.33,0.63,3,0,0,0,0,0,3,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00404,U029,15,Female,510,Medium,Balanced,2026-05-01,Friday,May,Evening,Shopping,438.16,Bank_Transfer,1,461.27,398.1,0.78,0.86,209.42,209.42,0.0,1,0.0,0.33,0.0,0.87,3,0,1,1,0,0,62,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00405,U152,12,Male,425,High,Saver,2026-02-01,Sunday,February,Afternoon,Transportation,20.03,Apple_Pay,0,1023.05,1025.7,2.41,0.05,32.08,32.08,0.0,2,0.25,0.0,0.25,0.19,4,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00406,U051,18,Male,1070,Low,Balanced,2026-04-05,Sunday,April,Evening,Transportation,37.2,Card,0,706.79,706.56,0.66,0.03,42.8,42.8,0.0,2,0.0,0.25,0.0,0.37,4,0,1,0,0,0,20,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00407,U059,15,Female,766,High,Saver,2026-06-20,Saturday,June,Evening,Education,85.19,Card,1,497.02,497.87,0.65,0.11,96.36,96.36,0.0,1,0.0,0.33,0.0,1.0,3,0,0,0,0,0,7,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00408,U152,12,Male,425,High,Saver,2026-01-24,Saturday,January,Evening,Savings_Deposit,102.9,Apple_Pay,1,1025.7,1128.6,2.66,0.24,29.07,29.07,0.0,3,0.2,0.0,0.2,0.19,5,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00409,U033,13,Female,369,Low,Saver,2026-06-27,Saturday,June,Afternoon,Family_Budget,114.15,Card,1,839.3,833.86,2.26,0.31,62.81,62.81,0.0,1,0.2,0.2,0.0,0.6,5,0,0,1,0,0,28,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00410,U168,12,Female,809,High,Balanced,2026-05-27,Wednesday,May,Evening,Entertainment,91.5,Card,0,239.93,230.25,0.28,0.11,130.54,130.54,0.0,1,0.33,0.0,0.33,0.56,3,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00411,U117,15,Female,447,High,Saver,2026-01-18,Sunday,January,Evening,Entertainment,43.59,Card,0,408.0,408.98,0.91,0.1,0,0,0.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00412,U029,15,Female,510,Medium,Balanced,2026-01-29,Thursday,January,Afternoon,Savings_Deposit,48.74,Apple_Pay,0,398.1,446.84,0.88,0.1,285.67,285.67,0.0,2,0.0,0.25,0.0,0.87,4,0,0,0,0,0,7,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00413,U056,16,Male,902,High,Balanced,2026-06-09,Tuesday,June,Morning,Transportation,14.53,Apple_Pay,0,624.38,626.71,0.69,0.02,92.15,92.15,0.0,1,0.0,0.33,0.33,0.0,3,0,0,0,0,1,14,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00414,U007,17,Female,596,Low,Saver,2026-01-26,Monday,January,Morning,Education,71.03,Apple_Pay,0,1128.86,1129.13,1.89,0.12,176.29,176.29,0.0,2,0.0,0.5,0.0,0.71,2,0,0,0,0,0,6,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00415,U005,12,Male,652,Low,Saver,2026-03-10,Tuesday,March,Night,Gaming,71.37,Apple_Pay,0,1032.55,1033.36,1.58,0.11,66.79,66.79,0.0,1,0.25,0.0,0.25,0.7,4,0,0,0,1,0,17,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00416,U071,15,Male,516,Medium,Saver,2026-04-13,Monday,April,Afternoon,Cafe_Restaurant,26.55,Bank_Transfer,0,1163.1,1166.14,2.26,0.05,67.05,67.05,0.0,2,0.33,0.0,0.0,0.0,3,0,0,0,0,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00417,U151,12,Female,1142,Low,Spender,2026-01-07,Wednesday,January,Evening,Shopping,210.73,Apple_Pay,0,392.1,343.91,0.3,0.18,120.12,120.12,0.0,3,0.0,0.0,0.67,0.37,3,0,0,0,0,0,4,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00418,U149,17,Female,933,Medium,Spender,2026-06-19,Friday,June,Afternoon,Unknown_Online,488.91,Apple_Pay,1,234.0,118.61,0.13,0.52,0,0,0.0,1,0.0,0.0,0.0,1.0,1,1,0,1,0,0,85,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX00419,U032,12,Female,964,High,Balanced,2026-03-01,Sunday,March,Evening,Entertainment,40.25,Bank_Transfer,0,175.55,174.34,0.18,0.04,48.44,48.44,0.0,2,0.0,0.0,0.5,0.55,2,0,0,0,0,0,4,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00420,U120,17,Female,1478,High,Spender,2026-04-09,Thursday,April,Afternoon,Cafe_Restaurant,56.01,Card,0,100.99,90.62,0.06,0.04,229.51,229.51,0.0,3,0.25,0.0,0.25,0.0,4,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00421,U086,14,Male,763,Low,Balanced,2026-06-22,Monday,June,Night,Unknown_Online,343.61,Cash,0,304.38,256.66,0.34,0.45,67.49,67.49,0.0,1,0.0,0.0,0.67,0.0,3,0,0,1,1,0,68,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX00422,U179,17,Female,617,High,Saver,2026-06-18,Thursday,June,Evening,Cafe_Restaurant,15.8,Card,0,1060.78,1065.68,1.73,0.03,67.39,67.39,0.0,1,0.5,0.0,0.0,0.0,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00423,U014,15,Female,1310,Medium,Spender,2026-05-02,Saturday,May,Night,Transportation,75.95,Bank_Transfer,1,166.56,151.06,0.12,0.06,163.91,163.91,0.0,1,0.2,0.0,0.4,0.8,5,0,0,0,1,0,9,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00424,U124,18,Male,594,Low,Saver,2026-06-03,Wednesday,June,Morning,Education,77.08,Card,0,325.0,324.77,0.55,0.13,0,0,0.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,7,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00425,U175,17,Male,749,High,Saver,2026-03-08,Sunday,March,Morning,Cafe_Restaurant,37.77,Card,0,411.18,415.64,0.55,0.05,103.92,103.92,0.0,2,0.5,0.0,0.0,0.73,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00426,U054,15,Male,712,High,Saver,2026-04-08,Wednesday,April,Evening,Cafe_Restaurant,31.53,Bank_Transfer,0,505.5,510.1,0.72,0.04,80.59,80.59,0.0,1,0.2,0.2,0.0,0.0,5,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00427,U001,12,Male,678,High,Balanced,2026-02-02,Monday,February,Evening,Transportation,25.52,Apple_Pay,0,786.81,786.37,1.16,0.04,106.57,106.57,0.0,1,0.0,0.33,0.0,0.0,3,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00428,U020,16,Female,990,High,Balanced,2026-04-27,Monday,April,Morning,Education,116.16,Card,0,302.95,290.47,0.29,0.12,106.45,106.45,0.0,2,0.0,0.25,0.25,0.0,4,0,1,0,0,0,18,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00429,U098,13,Female,572,Low,Saver,2026-05-27,Wednesday,May,Afternoon,Savings_Deposit,99.22,Cash,0,419.0,518.22,0.91,0.17,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,7,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00430,U131,18,Male,417,Low,Saver,2026-02-27,Friday,February,Evening,Cafe_Restaurant,26.57,Card,1,1025.41,1027.45,2.46,0.06,30.84,30.84,0.0,1,0.33,0.33,0.33,0.3,3,0,0,0,0,0,4,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00431,U027,16,Male,443,Medium,Saver,2026-01-06,Tuesday,January,Evening,Education,111.67,Bank_Transfer,0,810.78,806.28,1.82,0.25,59.52,59.52,0.0,4,0.25,0.25,0.25,0.0,4,0,0,0,0,0,3,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00432,U143,18,Female,631,Medium,Saver,2026-06-29,Monday,June,Evening,Entertainment,68.88,Apple_Pay,0,295.42,296.22,0.47,0.11,173.68,173.68,0.0,1,0.0,0.0,0.5,0.0,2,0,0,0,0,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00433,U102,14,Female,931,High,Balanced,2026-05-28,Thursday,May,Morning,Shopping,77.91,Cash,0,382.42,375.39,0.4,0.08,78.99,78.99,0.0,2,0.0,0.0,0.25,0.39,4,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00434,U145,13,Female,758,High,Balanced,2026-01-27,Tuesday,January,Evening,Unknown_Online,376.38,Apple_Pay,0,162.86,110.2,0.15,0.5,67.79,67.79,0.0,1,0.0,0.0,0.25,0.0,4,0,0,1,0,0,56,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00435,U128,16,Male,1093,High,Balanced,2026-01-14,Wednesday,January,Morning,Gaming,95.64,Apple_Pay,0,130.49,121.61,0.11,0.09,134.81,134.81,0.0,3,0.0,0.33,0.67,0.74,3,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00436,U131,18,Male,417,Low,Saver,2026-06-26,Friday,June,Evening,Education,94.31,Apple_Pay,1,1027.45,1024.08,2.46,0.23,29.41,29.41,0.0,1,0.25,0.5,0.25,0.66,4,0,0,0,0,0,1,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00437,U091,12,Male,789,Low,Saver,2026-03-12,Thursday,March,Night,Unknown_Online,554.49,Card,0,751.71,715.24,0.91,0.7,222.65,222.65,0.0,2,0.0,0.0,0.0,0.37,4,0,0,1,1,0,71,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX00438,U036,18,Female,919,High,Balanced,2026-05-04,Monday,May,Night,Shopping,74.2,Cash,0,193.13,186.59,0.2,0.08,43.1,43.1,0.0,2,0.0,0.0,0.5,0.0,2,0,0,0,1,0,12,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00439,U098,13,Female,572,Low,Saver,2026-01-06,Tuesday,January,Afternoon,Savings_Deposit,82.1,Card,0,518.22,600.32,1.05,0.14,99.22,99.22,0.0,2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,7,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00440,U065,14,Female,441,Medium,Saver,2026-02-23,Monday,February,Night,Savings_Deposit,88.43,Apple_Pay,0,960.0,1048.43,2.38,0.2,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,1,0,5,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00441,U043,17,Female,336,High,Saver,2026-06-17,Wednesday,June,Morning,Transportation,8.32,Bank_Transfer,0,561.81,564.5,1.68,0.02,71.41,71.41,0.0,1,0.0,0.0,0.0,0.0,5,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00442,U118,14,Male,782,Medium,Spender,2026-06-18,Thursday,June,Morning,Education,110.37,Card,0,260.01,235.15,0.3,0.14,96.35,96.35,0.0,1,0.33,0.33,0.33,0.26,3,0,0,0,0,0,3,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00443,U023,12,Female,534,Medium,Saver,2026-04-01,Wednesday,April,Evening,Transportation,25.68,Bank_Transfer,0,423.36,426.65,0.8,0.05,62.63,62.63,0.0,1,0.17,0.33,0.0,0.0,6,0,1,0,0,0,23,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00444,U161,12,Female,1063,Low,Balanced,2026-06-04,Thursday,June,Evening,Transportation,36.92,Apple_Pay,0,404.03,403.81,0.38,0.03,88.69,88.69,0.0,2,0.25,0.25,0.25,0.21,4,0,0,0,0,0,4,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00445,U049,12,Male,659,Medium,Saver,2026-01-22,Thursday,January,Night,Savings_Deposit,48.59,Card,0,1022.33,1070.92,1.63,0.07,75.4,75.4,0.0,3,0.17,0.0,0.33,0.0,6,0,0,0,1,0,14,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00446,U006,15,Female,600,Medium,Saver,2026-04-06,Monday,April,Evening,Shopping,60.98,Apple_Pay,0,839.7,840.82,1.4,0.1,91.22,91.22,0.0,2,0.0,0.5,0.0,0.0,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00447,U079,18,Male,895,High,Balanced,2026-01-20,Tuesday,January,Afternoon,Gaming,92.7,Cash,0,785.67,776.24,0.87,0.1,32.03,32.03,0.0,2,0.5,0.0,0.5,0.0,2,0,0,0,0,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00448,U109,16,Male,680,Low,Balanced,2026-02-27,Friday,February,Afternoon,Cafe_Restaurant,37.45,Card,1,236.45,234.23,0.34,0.06,46.35,46.35,0.0,2,0.5,0.5,0.0,0.45,2,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00449,U058,18,Female,617,Low,Saver,2026-05-06,Wednesday,May,Morning,Education,47.99,Apple_Pay,0,403.6,405.93,0.66,0.08,32.18,32.18,0.0,1,0.0,1.0,0.0,0.0,2,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00450,U037,14,Female,657,Low,Saver,2026-03-30,Monday,March,Evening,Savings_Deposit,84.03,Apple_Pay,0,631.18,715.21,1.09,0.13,42.4,42.4,0.0,1,0.0,0.0,0.0,1.0,2,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00451,U149,17,Female,933,Medium,Spender,2026-02-09,Monday,February,Evening,Cafe_Restaurant,45.03,Apple_Pay,0,118.61,109.74,0.12,0.05,488.91,488.91,0.0,2,0.5,0.0,0.0,0.92,2,0,0,0,0,0,6,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00452,U042,17,Male,1264,High,Spender,2026-04-28,Tuesday,April,Afternoon,Unknown_Online,292.66,Apple_Pay,0,0,0,0.0,0.23,153.95,153.95,0.0,1,0.0,0.2,0.2,0.0,5,0,0,0,0,0,25,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00453,U029,15,Female,510,Medium,Balanced,2026-01-23,Friday,January,Night,Entertainment,48.75,Card,1,446.84,442.08,0.87,0.1,226.44,226.44,0.0,3,0.0,0.2,0.2,0.88,5,0,0,0,1,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00454,U108,15,Female,1323,Low,Spender,2026-03-15,Sunday,March,Evening,Entertainment,163.6,Apple_Pay,0,145.54,109.03,0.08,0.12,102.03,102.03,0.0,1,0.33,0.0,0.67,0.0,3,0,0,0,0,0,1,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00455,U167,12,Male,797,Medium,Balanced,2026-06-23,Tuesday,June,Night,Shopping,142.64,Apple_Pay,0,327.95,310.54,0.39,0.18,65.49,65.49,0.0,1,0.0,0.33,0.0,0.0,3,0,0,0,1,0,15,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00456,U046,17,Male,721,High,Saver,2026-06-19,Friday,June,Night,Savings_Deposit,96.67,Cash,1,1163.22,1259.89,1.75,0.13,106.56,106.56,0.0,1,0.0,0.33,0.0,1.0,3,0,0,0,1,0,14,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00457,U178,14,Female,1017,High,Spender,2026-02-27,Friday,February,Morning,Entertainment,99.08,Apple_Pay,1,201.57,179.91,0.18,0.1,340.51,340.51,0.0,2,0.0,0.0,0.67,1.0,3,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00458,U099,16,Male,577,High,Balanced,2026-05-19,Tuesday,May,Evening,Savings_Deposit,104.07,Card,0,807.01,911.08,1.58,0.18,83.66,83.66,0.0,1,0.0,0.25,0.0,0.0,4,0,1,0,0,0,16,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00459,U006,15,Female,600,Medium,Saver,2026-06-14,Sunday,June,Evening,Savings_Deposit,125.35,Apple_Pay,0,840.82,966.17,1.61,0.21,76.1,76.1,0.0,1,0.0,0.33,0.0,0.0,3,0,0,0,0,1,18,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00460,U007,17,Female,596,Low,Saver,2026-01-02,Friday,January,Afternoon,Savings_Deposit,27.56,Bank_Transfer,1,1129.13,1156.69,1.94,0.05,123.66,123.66,0.0,3,0.0,0.33,0.0,0.71,3,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00461,U069,17,Male,928,High,Balanced,2026-01-02,Friday,January,Morning,Transportation,30.11,Bank_Transfer,1,138.45,138.57,0.15,0.03,87.95,87.95,0.0,2,0.0,0.5,0.0,0.26,2,0,0,0,0,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00462,U012,13,Female,569,High,Saver,2026-06-18,Thursday,June,Evening,Education,56.31,Card,0,659.62,660.8,1.16,0.1,50.92,50.92,0.0,1,0.0,0.5,0.5,0.47,2,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00463,U068,17,Female,674,Medium,Balanced,2026-04-18,Saturday,April,Evening,Family_Budget,119.48,Apple_Pay,1,107.61,93.05,0.14,0.18,114.45,114.45,0.0,2,0.0,0.0,0.0,0.26,4,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00464,U149,17,Female,933,Medium,Spender,2026-06-24,Wednesday,June,Evening,Education,163.61,Bank_Transfer,0,109.74,72.42,0.08,0.18,266.97,266.97,0.0,1,0.33,0.33,0.0,0.7,3,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00465,U131,18,Male,417,Low,Saver,2026-01-06,Tuesday,January,Night,Shopping,336.27,Card,0,1024.08,1001.34,2.4,0.81,45.64,45.64,0.0,2,0.2,0.4,0.2,0.23,5,1,1,1,1,0,87,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX00466,U122,13,Male,624,Low,Balanced,2026-02-09,Monday,February,Evening,Education,48.09,Apple_Pay,0,511.0,506.91,0.81,0.08,0,0,0.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00467,U058,18,Female,617,Low,Saver,2026-01-27,Tuesday,January,Evening,Transportation,42.13,Card,0,405.93,408.73,0.66,0.07,40.09,40.09,0.0,2,0.0,0.67,0.0,0.0,3,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00468,U114,15,Male,1414,Low,Spender,2026-02-19,Thursday,February,Night,Entertainment,55.9,Card,0,0,0,0.0,0.04,172.8,172.8,0.0,3,0.17,0.0,0.33,0.56,6,0,0,0,1,0,14,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00469,U014,15,Female,1310,Medium,Spender,2026-04-20,Monday,April,Afternoon,Entertainment,79.87,Bank_Transfer,0,151.06,134.62,0.1,0.06,146.32,146.32,0.0,2,0.17,0.0,0.5,0.72,6,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00470,U163,16,Female,812,High,Saver,2026-02-16,Monday,February,Morning,Cafe_Restaurant,23.51,Apple_Pay,0,1080.89,1087.12,1.34,0.03,76.98,76.98,0.0,1,0.5,0.0,0.0,0.58,4,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00471,U017,17,Female,456,Low,Saver,2026-03-27,Friday,March,Night,Shopping,345.52,Apple_Pay,1,800.36,777.28,1.7,0.76,77.51,77.51,0.0,2,0.0,0.0,0.5,0.82,2,1,0,1,1,1,97,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX00472,U142,13,Female,556,High,Saver,2026-01-23,Friday,January,Night,Education,43.13,Apple_Pay,1,1199.53,1201.64,2.16,0.08,62.53,62.53,0.0,2,0.0,0.5,0.0,1.0,2,0,0,0,1,0,7,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00473,U077,18,Male,423,Low,Saver,2026-01-26,Monday,January,Morning,Transportation,27.57,Apple_Pay,0,605.0,607.02,1.44,0.07,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00474,U144,12,Female,909,Medium,Balanced,2026-03-06,Friday,March,Night,Shopping,158.56,Card,1,709.07,689.83,0.76,0.17,90.07,90.07,0.0,3,0.0,0.0,0.33,0.47,3,0,0,0,1,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
